,Unnamed: 0,Id,Degree centrality,Betweenness centrality,Eigenvector centrality,Closeness centrality,Hubs score,Authority score,Page Rank,Katz Centrality,Percolation Centrality,Hormonic Centrality,Rank Prestige,Load Centrality,score
224,224,0.969721499,0.047373092,0.000863907,3.8e-15,0.137454579,0.007233242,0.263876307,0.019601789,0.030656138,0.000863907,0.143658235,0.142461964,0.000911982,0.111176109
225,225,0.978897298,0.045650443,0.002107483,1.93e-15,0.147766378,0.003387588,0.170003025,0.019188031,0.016207637,0.002107483,0.150692851,0.114799447,0.002172928,0.078477523
226,226,0.99969005,0.014642707,0.000112684,1.35e-05,0.386848817,0.000820376,0.064120526,0.005430575,0.01359908,0.000112684,0.439033796,0.042876902,0.000114412,0.006538528
227,227,0.958710319,0.022394647,0.000284213,1.8700000000000002e-29,0.014791223,0.01005081,0.062613694,0.001655032,0.001808201,0.000284213,0.01442417,0.024896266,0.000290814,0.052318794
228,228,0.968915146,0.018949328,6.82e-05,4.85e-20,0.055561766,0.002616717,0.062251618,0.005223696,0.003106424,6.82e-05,0.058152363,0.020746888,7.19e-05,0.19619216
229,229,0.96962232,0.022394647,0.000118568,4.6300000000000004e-21,0.052780037,0.005954799,0.163350424,0.002689427,0.003604652,0.000118568,0.057676417,0.031811895,0.00012653,0.235430428
234,234,0.949221544,0.012058713,1.22e-05,1.85e-33,0.005434905,0.014745836,0.008724722,0.000465478,0.000462636,1.22e-05,0.005249594,0.005532503,1.26e-05,0.0
236,236,0.948722316,0.051679734,0.002468045,4.24e-31,0.021701895,0.003295649,0.01861274,0.048026969,0.005396941,0.002468045,0.022284989,0.102351314,0.002553065,0.085017213
238,238,0.978700553,0.024978619,0.000532117,1.85e-15,0.117560335,0.003712909,0.156890858,0.007913123,0.013296565,0.000532117,0.12112236,0.066390041,0.000512751,0.013080526
241,241,0.979207449,0.012920059,0.001710148,1.36e-17,0.08935723,0.00150638,0.037049895,0.010499111,0.004717209,0.001710148,0.092166116,0.037344398,0.001739207,0.098096744
244,244,0.978895482,0.013781383,0.00051584,9.19e-15,0.133419986,0.000714293,0.068378554,0.012464462,0.01205706,0.00051584,0.133091962,0.042876902,0.000538261,0.013080526
247,247,0.959211162,0.018949328,0.000683614,1.92e-25,0.020963841,0.006456926,0.06117775,0.002896307,0.001472468,0.000683614,0.023540321,0.01659751,0.000710453,0.15041421
248,248,0.968609535,0.015504031,0.000201578,6.67e-22,0.051562436,0.005290011,0.112563818,0.015774527,0.004898222,0.000201578,0.057924797,0.052558783,0.000205355,0.065398159
249,249,0.968707807,0.018088004,0.000114186,8.59e-20,0.066554449,0.002142879,0.113728205,0.013395418,0.007046699,0.000114186,0.073511235,0.052558783,0.000110713,0.078477523
250,250,0.989396335,0.021533322,0.00030675,0.000172033,0.450505533,0.000147102,0.338624998,0.006154651,0.035484963,0.00030675,0.522096602,0.066390041,0.000312497,0.013080526
251,251,0.959014921,0.018088004,5.58e-05,2.06e-24,0.038102511,0.000676103,0.111974172,0.003206625,0.003858818,5.58e-05,0.039671701,0.042876902,5.69e-05,0.104636426
253,253,0.979307537,0.030146586,0.004911388,8.65e-16,0.112225966,0.002878389,0.037242566,0.02368765,0.00631665,0.004911388,0.116123654,0.060857538,0.004822179,0.013080526
255,255,0.978884484,0.011197389,1.83e-05,5.36e-17,0.07481935,0.004519141,0.066524914,0.001034395,0.003372792,1.83e-05,0.080029789,0.02351314,1.93e-05,0.0
258,258,0.999166809,0.018088004,3.49e-05,1.53e-06,0.359508265,0.002517706,0.195298902,0.004447899,0.013902705,3.49e-05,0.440798726,0.055325035,3.83e-05,0.071937841
259,259,0.998980557,0.013781383,0.000617255,1.72e-08,0.282749206,0.000235505,0.021666393,0.032014531,0.005993731,0.000617255,0.343883532,0.041493776,0.000631372,0.071937841
263,263,0.9898884,0.063738295,0.002471902,0.000297148,0.458658714,0.00198729,0.323906756,0.038427781,0.092504113,0.002471902,0.560108804,0.193637621,0.002510374,0.039239422
264,264,0.979093337,0.02928524,5.37e-05,4.98e-14,0.159225537,0.006548864,0.170771891,0.019860388,0.024771442,5.37e-05,0.165156765,0.089903181,5.36e-05,0.045779104
266,266,0.999486545,0.026701268,0.001811626,9.73e-07,0.367581512,0.002652078,0.015268263,0.008120002,0.008053027,0.001811626,0.428179165,0.04011065,0.001881693,0.006538528
267,267,0.000117442,0.01722668,2.99e-05,0.000214483,0.424859685,6.96e-05,0.108045866,0.015877966,0.030347738,2.99e-05,0.508056574,0.060857538,3.01e-05,0.170033431
268,268,0.948632519,0.014642707,9.45e-05,1.85e-33,0.004955533,0.010773165,0.009451782,0.000155159,0.000337695,9.45e-05,0.00470672,0.005532503,9.76e-05,0.071937841
269,269,0.979797383,0.00947474,0.001268667,2.74e-16,0.099757652,0.001039615,0.023920279,0.006827008,0.003637915,0.001268667,0.101170751,0.02351314,0.001303267,0.170033431
270,270,0.000123193,0.055986355,0.007310821,0.000780708,0.521072024,0.015003901,0.058733737,0.019084591,0.029707702,0.007310821,0.576024199,0.0802213,0.007612181,0.013080526
271,271,0.99907792,0.019810652,3.51e-06,2.69e-18,0.058516825,0.000176805,0.018721799,0.021980898,0.004274234,3.51e-06,0.064483472,0.059474412,3.52e-06,0.026159891
272,272,0.958706788,0.00947474,1.64e-05,2.81e-29,0.015347121,0.001838774,0.323130256,0.00206879,0.001610733,1.64e-05,0.015557226,0.019363762,1.76e-05,0.019620208
276,276,0.959108653,0.021533322,0.000780021,6.22e-28,0.028647927,0.000714293,0.053503994,0.012619621,0.003401725,0.000780021,0.029248515,0.053941909,0.000793361,0.0
277,277,0.97909485,0.014642707,1.03e-05,3.17e-17,0.08925981,0.000239041,0.026210519,0.012257583,0.004920458,1.03e-05,0.091259011,0.051175657,1.1e-05,0.078477523
279,279,0.998865334,0.026701268,0.002065427,3.54e-05,0.409023967,0.004321119,0.062390123,0.017377839,0.011569801,0.002065427,0.457057687,0.062240664,0.002119612,0.039239422
281,281,0.000219548,0.016365355,2.75e-05,1.64e-17,0.071509154,0.000159832,0.011305786,0.048627952,0.003863367,2.75e-05,0.075354354,0.041493776,3.02e-05,0.03269974
283,283,0.979404598,0.048234438,0.002473266,3.13e-07,0.322259043,0.000666909,0.365460789,0.009981914,0.030744545,0.002473266,0.403266618,0.14384509,0.002538027,0.320446486
289,289,0.979202909,0.010336064,7.42e-05,2.8e-16,0.091813824,0.003288577,0.135994422,0.005689174,0.003753151,7.42e-05,0.090530819,0.027662517,7.36e-05,0.0
291,291,0.999889924,0.006890768,2.63e-05,1.45e-18,0.061152166,0.000577092,0.027010285,0.000362038,0.002032156,2.63e-05,0.062954281,0.015214385,2.72e-05,0.03269974
293,293,0.999690858,0.018949328,0.00019657,7.21e-07,0.34788012,0.000495055,0.128665656,0.011636946,0.015863038,0.00019657,0.414340353,0.053941909,0.000200253,0.209271532
295,295,0.000506291,0.020671976,5.62e-06,0.003074767,0.529627118,0.002383334,0.067194173,0.01499873,0.056461933,5.62e-06,0.584032504,0.073305671,5.61e-06,0.0
296,296,0.000607893,0.008613416,2.03e-06,2.55e-06,0.352060924,0.00015771,0.09468868,0.013033379,0.004111907,2.03e-06,0.38414785,0.026279391,2.18e-06,0.0
297,297,0.000807967,0.024978619,0.001333359,0.002833636,0.545205158,0.003783631,0.044063481,0.014688412,0.04472059,0.001333359,0.598444836,0.062240664,0.001351749,0.065398159
298,298,0.000815535,0.012920059,0.00010417,3.51e-05,0.458839877,0.001018398,0.015013792,0.074099417,0.002974817,0.00010417,0.441311616,0.04011065,0.00010829,0.091556895
300,300,0.000826129,0.048234438,0.000355579,0.001819253,0.532704134,0.001004254,0.055310375,0.029480263,0.110990394,0.000355579,0.625910127,0.149377593,0.000341834,0.098096744
301,301,0.001037302,0.031869234,0.01015533,0.013572281,0.632509303,0.00278645,0.045730266,0.045766815,0.147306764,0.01015533,0.713874916,0.071922545,0.00976493,0.052318794
303,303,0.01009354,0.004306795,6.59e-07,5.78e-09,0.26202281,1.41e-07,0.006579894,0.220506678,0.000881052,6.59e-07,0.245649528,0.012448133,6.71e-07,0.026159891
306,306,0.979710815,0.005168119,2.33e-06,1.05e-18,0.057885912,3.19e-06,0.008688369,0.040082814,0.001552499,2.33e-06,0.059595912,0.022130014,2.47e-06,0.078477523
307,307,0.999683089,0.011197389,0.000200326,6.48e-06,0.391597939,0.003302721,0.076018139,0.018515674,0.007506218,0.000200326,0.443538302,0.024896266,0.000202804,0.013080526
308,308,0.989079726,0.018949328,4.27e-05,2.82e-09,0.270250305,0.000841593,0.055229671,0.006568409,0.005554486,4.27e-05,0.315726972,0.06362379,4.3e-05,0.019620208
309,309,0.988789552,0.012920059,1.18e-06,6.7e-09,0.277800384,0.000990109,0.066527459,0.002999746,0.012349993,1.18e-06,0.344699651,0.047026279,1.43e-06,0.0
312,312,0.010611838,0.035314531,0.000381872,0.009323696,0.630612853,0.000266622,0.082971015,0.034135041,0.182111221,0.000381872,0.742063584,0.106500692,0.000348211,0.078477523
316,316,0.010912908,0.105943289,0.019519033,0.011351304,0.629484586,0.003613898,0.040820793,0.072060107,0.198066079,0.019519033,0.720085593,0.189488243,0.019389007,0.098096744
317,317,0.010999375,0.012058713,1.43e-06,0.002280213,0.509354701,0.000546682,0.034062769,0.014119494,0.041221134,1.43e-06,0.559502365,0.04011065,2.04e-06,0.03269974
318,318,0.011004218,0.012920059,8.53e-05,9.67e-06,0.380809699,2.16e-05,0.018721799,0.035841793,0.005564301,8.53e-05,0.440328954,0.042876902,8.44e-05,0.2485098
319,319,0.020500661,0.031869234,0.000840119,0.003179116,0.629104708,0.00387557,0.017485797,0.042513642,0.031889803,0.000840119,0.64153304,0.048409405,0.000853309,0.013080526
320,320,0.020897885,0.01722668,0.000182798,0.010805837,0.716309076,0.002333829,0.029954879,0.019084591,0.059397305,0.000182798,0.70705121,0.030428769,0.000195151,0.039239422
321,321,0.979102216,0.006029443,1.35e-05,1.85e-15,0.100280012,7.64e-05,0.060115879,0.000465478,0.003626371,1.35e-05,0.09726058,0.015214385,1.36e-05,0.039239422
323,323,0.979490662,0.018088004,1.03e-05,5.14e-16,0.103957939,0.000218531,0.113611511,0.014067775,0.007252852,1.03e-05,0.10525908,0.065006916,1.06e-05,0.0
325,325,0.021116424,0.085271465,0.001902161,0.097458323,0.935866659,0.000363511,0.05532637,0.26661174,0.383887283,0.001902161,0.945011417,0.261410788,0.001850762,0.019620208
327,327,0.020797394,0.056847701,0.000500816,0.001865032,0.556515426,0.001555886,0.019812389,0.266898268,0.028868173,0.000500816,0.595499379,0.164591978,0.000514026,0.071937841
328,328,0.020798604,0.016365355,1.11e-05,0.006971469,0.636259557,0.001831702,0.13530626,0.016136565,0.119102121,1.11e-05,0.722879319,0.053941909,1.18e-05,0.039239422
329,329,0.0208094,0.034453207,0.0,0.014070038,0.732388698,2.88e-18,0.193512878,0.109419358,0.183895444,0.0,0.82636865,0.116182573,0.0,0.019620208
330,330,0.020812124,0.005168119,0.0,3.99e-06,0.357732126,2.88e-18,0.011014961,0.060011471,0.001288428,0.0,0.373078001,0.017980636,0.0,0.078477523
332,332,0.021088173,0.01722668,0.0,5.43e-07,0.337735378,2.88e-18,0.01752215,0.07893418,0.005640331,0.0,0.377137841,0.062240664,0.0,0.320446486
333,333,0.021091402,0.026701268,0.000132716,0.006784214,0.677004169,1.06e-06,0.209391872,0.039772495,0.109927793,0.000132716,0.742169789,0.088520055,0.000132652,0.41200222
334,334,0.021193508,0.018949328,6.34e-05,0.008661454,0.717386311,0.000105376,0.025447106,0.040237973,0.072727243,6.34e-05,0.704657846,0.052558783,6.45e-05,0.019620208
335,335,0.021199561,0.018949328,0.0,0.004512103,0.62831869,2.88e-18,0.082642747,0.032945487,0.038570061,0.0,0.66029997,0.06362379,0.0,0.098096744
336,336,0.021297329,0.002584125,4.92e-07,0.003059654,0.61649742,2.72e-05,0.008070368,0.034135041,0.034000887,4.92e-07,0.637673167,0.006915629,5.27e-07,0.0
337,337,0.030591881,0.023255971,7.15e-05,0.00031566,0.528405328,1.91e-06,0.081942952,0.107074901,0.009539949,7.15e-05,0.547791047,0.066390041,7.23e-05,0.013080526
345,345,0.968805171,0.005168119,0.0,2.28e-28,0.017558661,2.88e-18,0.058387657,0.011947264,0.001639473,0.0,0.018119205,0.022130014,0.0,0.019620208
346,346,0.969512344,0.014642707,0.0,5.46e-17,0.077649462,2.88e-18,0.192250702,0.004189301,0.006286781,0.0,0.081897523,0.044260028,0.0,0.019620208
347,347,0.96951638,0.006890768,0.0,2.62e-18,0.074165351,2.88e-18,0.070312171,0.008016563,0.002922577,0.0,0.074332297,0.026279391,0.0,0.058858476
351,351,0.999078122,0.004306795,0.0,2.59e-18,0.078376479,2.88e-18,0.017667562,0.008068282,0.003283172,0.0,0.079830767,0.019363762,0.0,0.052318794
352,352,0.999089624,0.074074207,0.0,0.000522649,0.45585277,2.88e-18,1.0,0.059313772,0.060891983,0.0,0.555839422,0.254495159,0.0,0.065398159
353,353,0.999683795,0.007752092,0.0,1.06e-06,0.359554155,2.88e-18,0.090716387,0.016964081,0.003840957,0.0,0.39321806,0.024896266,0.0,0.065398159
354,354,0.999971648,0.00947474,0.0,0.004128417,0.56891305,2.88e-18,0.149943798,0.012257583,0.068760925,0.0,0.637987789,0.031811895,0.0,0.516637492
355,355,0.948731194,0.024117295,0.000186554,5.84e-35,0.003544641,0.017757889,0.003010029,0.000362038,0.000306684,0.000186554,0.003311533,0.005532503,0.000186223,0.176573113
356,356,0.958922703,0.097330025,0.001233259,9.54e-25,0.034055031,0.133964094,0.177417221,0.003154905,0.003867968,0.001233259,0.036060812,0.055325035,0.001258918,0.013080526
357,357,0.959425161,0.022394647,0.000922753,8.23e-22,0.044224447,0.009808374,0.050497236,0.002792867,0.003528363,0.000922753,0.04962948,0.026279391,0.000985961,0.026159891
358,358,0.949127914,0.046511767,0.001648836,7.250000000000001e-31,0.016239539,0.019800838,0.1148955,0.00641325,0.003047673,0.001648836,0.017513124,0.053941909,0.001703468,0.143874527
359,359,0.959125099,0.023255971,0.000181546,1.7699999999999998e-23,0.03845791,0.019629832,0.084090688,0.00206879,0.00379206,0.000181546,0.039164889,0.037344398,0.000190049,0.111176109
360,360,0.959223572,0.022394647,5.46e-05,2.74e-23,0.037843567,0.017466656,0.057137113,0.00222395,0.00336381,5.46e-05,0.038166905,0.024896266,5.01e-05,0.0
362,362,0.959630886,0.052541059,0.000629776,6.8e-21,0.057416047,0.035618821,0.166291382,0.00439618,0.006973385,0.000629776,0.062150327,0.060857538,0.000608413,0.006538528
363,363,0.96900908,0.038759828,0.000593467,6.57e-18,0.077890736,0.028562101,0.075945796,0.002379109,0.007226983,0.000593467,0.079755904,0.035961272,0.000584179,0.058858476
364,364,0.978899417,0.026701268,0.000151497,7.5e-15,0.106567788,0.007870943,0.044412833,0.00439618,0.016008208,0.000151497,0.111708415,0.051175657,0.000159437,0.013080526
365,365,0.959617265,0.021533322,0.000341807,2.6500000000000003e-21,0.046850992,0.005671911,0.078938376,0.005223696,0.003642961,0.000341807,0.053172128,0.038727524,0.000352038,0.085017213
366,366,0.989700533,0.041343822,0.003519909,0.000271934,0.418662315,0.025675226,0.098299988,0.008482041,0.02511739,0.003519909,0.488565851,0.076071923,0.003495583,0.124255473
367,367,0.9999774,0.01722668,0.001337116,4.53e-06,0.367104136,0.005671911,0.026246872,0.008895799,0.004679719,0.001337116,0.412404964,0.013831259,0.00131152,0.019620208
370,370,0.010604371,0.010336064,7.55e-05,0.000132137,0.470069012,0.000171147,0.01414132,0.077843927,0.012853848,7.55e-05,0.524862507,0.033195021,9.08e-05,0.052318794
371,371,0.030392108,0.003445449,0.0,0.002029673,0.662075677,2.88e-18,0.001043331,0.098587171,0.01940821,0.0,0.659110922,0.013831259,0.0,0.065398159
372,372,0.979702239,0.011197389,0.0,2.45e-09,0.2627159,2.88e-18,0.072239607,0.015929686,0.008678112,0.0,0.306165325,0.031811895,0.0,0.026159891
373,373,0.949129528,0.404823524,0.000656069,1.07e-31,0.008367687,0.486521574,0.043826823,0.000517198,0.000783651,0.000656069,0.008392836,0.013831259,0.00068877,0.071937841
374,374,0.959021782,0.042205147,0.000622264,1.0899999999999999e-23,0.032649936,0.024156823,0.141864342,0.002327389,0.002863936,0.000622264,0.033484098,0.026279391,0.000640301,0.418541902
375,375,0.959433535,0.085271465,0.002606771,1.13e-21,0.050183495,0.086496779,0.146803989,0.008947518,0.003439402,0.002606771,0.056035902,0.038727524,0.002689901,0.019620208
376,376,0.959514755,0.152454904,0.002721508,1.57e-22,0.048274099,0.127574425,0.200176748,0.002275669,0.004215593,0.002721508,0.054676648,0.049792531,0.002839708,0.0
377,377,0.969214098,0.083548817,0.00061976,9.73e-17,0.076309416,0.056970241,0.090911966,0.000413758,0.00348586,0.00061976,0.074869366,0.02351314,0.000633923,0.026159891
378,378,0.969218538,0.055986355,0.000401905,1.6e-16,0.075291923,0.05100844,0.100383742,0.001241274,0.003561374,0.000401905,0.074919391,0.029045643,0.000418364,0.0
379,379,0.969307224,0.018088004,0.000174033,1.25e-16,0.076290587,0.01047295,0.090742925,0.001189554,0.002595407,0.000174033,0.076057018,0.022130014,0.000191325,0.117715791
380,380,0.978792165,0.043066471,0.002014093,1.34e-15,0.118459884,0.022223281,0.095892328,0.010240512,0.008880929,0.002014093,0.121669911,0.045643154,0.002062789,0.039239422
381,381,0.97889185,0.025839943,0.000439466,1.02e-20,0.052801156,0.0085817,0.089609801,0.007137327,0.002894102,0.000439466,0.055105499,0.031811895,0.000460455,0.058858476
382,382,0.978900325,0.207579805,0.003261863,7.66e-15,0.107303699,0.218395859,0.144942351,0.002534268,0.008421643,0.003261863,0.11152862,0.044260028,0.003390277,0.039239422
383,383,0.979794457,0.075796877,0.004837568,3.86e-07,0.323987452,0.022509494,0.114724641,0.006206371,0.016203294,0.004837568,0.378089907,0.055325035,0.004965774,0.091556895
384,384,0.949437258,0.165374811,0.000440718,1.0799999999999999e-30,0.008836267,0.186037467,0.109197893,0.000827516,0.001122378,0.000440718,0.009125717,0.02351314,0.000457904,0.045779104
385,385,0.958810205,0.080964822,0.001115567,3.0099999999999997e-28,0.024919785,0.112817486,0.175160789,0.003051466,0.002763077,0.001115567,0.02517308,0.035961272,0.001149225,0.313906797
386,386,0.958722628,0.071490234,0.000320522,6.86e-29,0.010765446,0.053492978,0.157345998,0.002430829,0.002116227,0.000320522,0.011595795,0.038727524,0.000330354,0.013080526
387,387,0.949427976,0.105081965,1.25e-05,6.160000000000001e-31,0.0074895,0.161894789,0.075739311,0.0,0.000393561,1.25e-05,0.007062794,0.008298755,1.31e-05,0.071937841
388,388,0.958721014,0.064599619,0.000169025,7.76e-30,0.008464736,0.071306313,0.091101002,0.000672357,0.000797207,0.000169025,0.008392836,0.015214385,0.000169641,0.137334845
389,389,0.958908679,0.018949328,0.000453238,1.8299999999999999e-25,0.029478013,0.032804931,0.128426453,0.001034395,0.00216444,0.000453238,0.029716162,0.027662517,0.000471935,0.0
390,390,0.95901482,0.030146586,0.001024168,2.6599999999999998e-24,0.032194146,0.048044832,0.196926426,0.009568156,0.004196106,0.001024168,0.035132884,0.041493776,0.001061216,0.013080526
391,391,0.959016435,0.023255971,0.000688622,8.33e-25,0.02842629,0.005629477,0.141090387,0.012050704,0.003026618,0.000688622,0.031664952,0.042876902,0.000700249,0.013080526
392,392,0.959015022,0.02928524,0.000517092,2.5700000000000002e-26,0.012755896,0.014459624,0.11164336,0.003878982,0.003126175,0.000517092,0.013821579,0.045643154,0.000529332,0.03269974
393,393,0.959018352,0.043927795,0.000151497,7.69e-25,0.030069202,0.086295928,0.125473861,0.001758472,0.002320715,0.000151497,0.03177986,0.037344398,0.00014158,0.078477523
394,394,0.958921493,0.07838085,0.000716167,7.76e-25,0.03035545,0.101446719,0.207591308,0.005378855,0.003104959,0.000716167,0.031752716,0.038727524,0.000735963,0.078477523
395,395,0.959017545,0.066322289,0.000197822,8.33e-25,0.025645906,0.052294026,0.070542285,0.000879236,0.001068415,0.000197822,0.026014018,0.011065007,0.000210457,0.091556895
396,396,0.959316598,0.094746053,0.00061976,2.01e-25,0.012929597,0.055320648,0.077390828,0.003258345,0.002164014,0.00061976,0.013142986,0.030428769,0.000645403,0.209271532
398,398,0.959625639,0.036175855,0.000613499,2.4700000000000002e-21,0.061659116,0.016699321,0.1374689,0.005792613,0.007133182,0.000613499,0.06454781,0.05670816,0.000619893,0.071937841
399,399,0.959617971,0.023255971,7.5e-05,7.720000000000001e-22,0.045464015,0.016890412,0.114264048,0.000724077,0.002426505,7.5e-05,0.048698181,0.024896266,6.91e-05,0.098096744
400,400,0.968705285,0.054263707,0.002140988,1.07e-18,0.072702501,0.043675551,0.10894015,0.01292994,0.003702937,0.002140988,0.073166926,0.027662517,0.002130275,0.052318794
401,401,0.96879831,0.049957086,0.000265432,4.34e-25,0.013139486,0.043503979,0.093735141,0.000620637,0.001706425,0.000265432,0.013235275,0.027662517,0.000283161,0.078477523
